name,version,latestVersion,repository,published,publisher,size,license,isProd,isDev,isOptional,isPeer,isBundled,parents
"@jest/reporters","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1"
"source-map","0.6.1","-","-","-","-","-","-",false,true,true,true,false,"@jest/reporters@27.5.1,@jest/source-map@27.5.1,@jest/transform@27.5.1,istanbul-lib-source-maps@4.0.1,source-map-support@0.5.21,escodegen@2.0.0"
"@jest/source-map","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-jasmine2@27.5.1,jest-runtime@27.5.1"
"@jest/test-result","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,@jest/reporters@27.5.1,@jest/test-sequencer@27.5.1,jest-circus@27.5.1,jest-cli@27.5.1,jest-jasmine2@27.5.1,jest-runner@27.5.1,jest-runtime@27.5.1,jest-watcher@27.5.1"
"@jest/test-sequencer","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-config@27.5.1"
"@jest/transform","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,@jest/reporters@27.5.1,babel-jest@27.5.1,jest-runner@27.5.1,jest-runtime@27.5.1,jest-snapshot@27.5.1"
"@jest/types","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/console@27.5.1,@jest/core@27.5.1,@jest/environment@27.5.1,@jest/fake-timers@27.5.1,@jest/globals@27.5.1,@jest/reporters@27.5.1,@jest/test-result@27.5.1,@jest/transform@27.5.1,babel-jest@27.5.1,expect@27.5.1,jest-changed-files@27.5.1,jest-circus@27.5.1,jest-cli@27.5.1,jest-config@27.5.1,jest-each@27.5.1,jest-environment-jsdom@27.5.1,jest-environment-node@27.5.1,jest-haste-map@27.5.1,jest-jasmine2@27.5.1,jest-message-util@27.5.1,jest-mock@27.5.1,jest-resolve@27.5.1,jest-resolve-dependencies@27.5.1,jest-runner@27.5.1,jest-runtime@27.5.1,jest-snapshot@27.5.1,jest-util@27.5.1,jest-validate@27.5.1,jest-watcher@27.5.1"
"@jridgewell/gen-mapping","0.1.1","-","-","-","-","-","-",false,true,false,false,false,"@ampproject/remapping@2.2.0"
"@jridgewell/resolve-uri","3.1.0","3.1.1","git+https://github.com/jridgewell/resolve-uri.git","2022-07-05T23:40:49.196Z","jridgewell (justin+npm@ridgewell.name)",55156,"MIT",true,false,false,true,false,"@jridgewell/trace-mapping@0.3.14"
"@jridgewell/set-array","1.1.2","-","-","-","-","-","-",false,true,false,true,false,"@jridgewell/gen-mapping@0.3.2"
"@jridgewell/source-map","0.3.2","-","-","-","-","-","-",false,true,false,true,false,"terser@5.14.2"
"@jridgewell/sourcemap-codec","1.4.14","1.4.15","git+https://github.com/jridgewell/sourcemap-codec.git","2022-06-26T16:53:35.725Z","jridgewell (justin+npm@ridgewell.name)",40022,"MIT",true,true,false,true,false,"@jridgewell/gen-mapping@0.3.2,@jridgewell/trace-mapping@0.3.14"
"@mapbox/node-pre-gyp","1.0.9","1.0.10","git://github.com/mapbox/node-pre-gyp.git","2022-03-29T10:52:02.980Z","mapbox-npm-09 (accounts+npmjs-09@mapbox.com)",166447,"BSD-3-Clause",true,false,false,false,false,"bcrypt@5.0.1"
"@nestjs/cli","8.2.8","-","-","-","-","-","-",false,true,false,false,false,"backend-blog@0.0.1"
"@nestjs/common","8.4.7","9.4.0","git+https://github.com/nestjs/nest.git","2022-06-14T07:25:26.588Z","nestjscore (admin@kamilmysliwiec.com)",366834,"MIT",true,true,false,true,false,"backend-blog@0.0.1,@nestjs/config@2.2.0,@nestjs/core@8.4.7,@nestjs/jwt@10.0.1,@nestjs/mapped-types@1.2.0,@nestjs/passport@9.0.0,@nestjs/platform-express@8.4.7,@nestjs/testing@8.4.7,@nestjs/typeorm@9.0.0"
"@nestjs/config","2.2.0","2.3.1","git+https://github.com/nestjs/config.git","2022-07-08T12:42:24.443Z","nestjscore (admin@kamilmysliwiec.com)",42201,"MIT",true,false,false,false,false,"backend-blog@0.0.1"
"@nestjs/core","8.4.7","9.4.0","git+https://github.com/nestjs/nest.git","2022-06-14T07:25:26.179Z","nestjscore (admin@kamilmysliwiec.com)",408456,"MIT",true,true,false,true,false,"backend-blog@0.0.1,@nestjs/platform-express@8.4.7,@nestjs/testing@8.4.7,@nestjs/typeorm@9.0.0"
"@nestjs/jwt","10.0.1","-","-","-","-","-","-",true,false,false,false,false,"backend-blog@0.0.1"
"@nestjs/mapped-types","1.2.0","1.2.2","git+https://github.com/nestjs/mapped-types.git","2022-09-30T07:40:35.533Z","nestjscore (admin@kamilmysliwiec.com)",22277,"MIT",true,false,false,false,false,"backend-blog@0.0.1"
"@nestjs/passport","9.0.0","9.0.3","git+https://github.com/nestjs/passport.git","2022-07-08T10:40:26.791Z","nestjscore (admin@kamilmysliwiec.com)",203167,"MIT",true,false,false,false,false,"backend-blog@0.0.1"
"@nestjs/platform-express","8.4.7","9.4.0","git+https://github.com/nestjs/nest.git","2022-06-14T07:25:26.017Z","nestjscore (admin@kamilmysliwiec.com)",54222,"MIT",true,true,false,true,false,"backend-blog@0.0.1,@nestjs/core@8.4.7,@nestjs/testing@8.4.7"
"@nestjs/schematics","8.0.11","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/cli@8.2.8,backend-blog@0.0.1"
"@angular-devkit/core","13.3.5","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/schematics@8.0.11,@angular-devkit/schematics@13.3.5"
"@angular-devkit/schematics","13.3.5","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/schematics@8.0.11"
"@nestjs/testing","8.4.7","-","-","-","-","-","-",false,true,false,false,false,"backend-blog@0.0.1"
"@nestjs/typeorm","9.0.0","9.0.1","git+https://github.com/nestjs/typeorm.git","2022-07-08T08:52:08.246Z","nestjscore (admin@kamilmysliwiec.com)",42000,"MIT",true,false,false,false,false,"backend-blog@0.0.1"
"@nodelib/fs.scandir","2.1.5","-","-","-","-","-","-",false,true,false,false,false,"@nodelib/fs.walk@1.2.8"
"@nodelib/fs.stat","2.0.5","-","-","-","-","-","-",false,true,false,false,false,"@nodelib/fs.scandir@2.1.5,fast-glob@3.2.11"
"@nodelib/fs.walk","1.2.8","-","-","-","-","-","-",false,true,false,false,false,"fast-glob@3.2.11"
"@nuxtjs/opencollective","0.3.2","0.3.2","git+https://github.com/nuxt-contrib/opencollective.git","2020-11-04T11:59:09.690Z","pi0 (pyapar@gmail.com)",21317,"MIT",true,false,false,false,false,"@nestjs/core@8.4.7"
"@prisma/client","4.8.1","4.13.0","git+https://github.com/prisma/prisma.git","2023-01-05T16:44:08.412Z","prismabot (bot@prisma.io)",2919803,"Apache-2.0",true,false,false,false,false,"backend-blog@0.0.1"
"@prisma/engines","4.8.1","4.13.0","git+https://github.com/prisma/prisma.git","2023-01-05T16:42:22.127Z","prismabot (bot@prisma.io)",2644483,"Apache-2.0",true,false,false,true,false,"prisma@4.8.1"
"@prisma/engines-version","4.8.0-61.d6e67a83f971b175a593ccc12e15c4a757f93ffe","4.14.0-36.8eb8cdfef1bcc1244fc4c0a27022cd11086e76c4","git+https://github.com/prisma/engines-wrapper.git","2022-12-20T12:20:31.031Z","prismabot (bot@prisma.io)",12690,"Apache-2.0",true,false,false,false,false,"@prisma/client@4.8.1"
"@protobufjs/aspromise","1.1.2","1.1.2","git+https://github.com/dcodeIO/protobuf.js.git","2017-04-24T10:38:32.963Z","dcode (dcode+npm@dcode.io)","-","BSD-3-Clause",true,false,false,false,false,"protobufjs@6.11.3,@protobufjs/fetch@1.1.0"
"@protobufjs/base64","1.1.2","1.1.2","git+https://github.com/dcodeIO/protobuf.js.git","2017-06-09T09:32:02.078Z","dcode (dcode+npm@dcode.io)","-","BSD-3-Clause",true,false,false,false,false,"protobufjs@6.11.3"
"@protobufjs/codegen","2.0.4","-","-","-","-","-","-",true,false,false,false,false,"protobufjs@6.11.3"
"@protobufjs/eventemitter","1.1.0","-","-","-","-","-","-",true,false,false,false,false,"protobufjs@6.11.3"
"@protobufjs/fetch","1.1.0","-","-","-","-","-","-",true,false,false,false,false,"protobufjs@6.11.3"
"@protobufjs/float","1.0.2","-","-","-","-","-","-",true,false,false,false,false,"protobufjs@6.11.3"
"@protobufjs/inquire","1.1.0","-","-","-","-","-","-",true,false,false,false,false,"protobufjs@6.11.3,@protobufjs/fetch@1.1.0"
"@protobufjs/path","1.1.2","-","-","-","-","-","-",true,false,false,false,false,"protobufjs@6.11.3"
"@protobufjs/pool","1.1.0","-","-","-","-","-","-",true,false,false,false,false,"protobufjs@6.11.3"
"@protobufjs/utf8","1.1.0","-","-","-","-","-","-",true,false,false,false,false,"protobufjs@6.11.3"
"@sinonjs/commons","1.8.3","-","-","-","-","-","-",false,true,false,false,false,"@sinonjs/fake-timers@8.1.0"
"@sinonjs/fake-timers","8.1.0","-","-","-","-","-","-",false,true,false,false,false,"@jest/fake-timers@27.5.1"
"@sqltools/formatter","1.2.3","-","-","-","-","-","-",true,false,false,true,false,"typeorm@0.3.7"
"@tootallnate/once","1.1.2","-","-","-","-","-","-",false,true,false,false,false,"http-proxy-agent@4.0.1"
"@tsconfig/node10","1.0.9","-","-","-","-","-","-",true,false,false,true,false,"ts-node@10.9.1"
"@tsconfig/node12","1.0.11","-","-","-","-","-","-",true,false,false,true,false,"ts-node@10.9.1"
"@tsconfig/node14","1.0.3","-","-","-","-","-","-",true,false,false,true,false,"ts-node@10.9.1"
"@tsconfig/node16","1.0.3","-","-","-","-","-","-",true,false,false,true,false,"ts-node@10.9.1"
"@types/babel__core","7.1.19","-","-","-","-","-","-",false,true,false,false,false,"babel-jest@27.5.1,babel-plugin-jest-hoist@27.5.1"
"@types/babel__generator","7.6.4","-","-","-","-","-","-",false,true,false,false,false,"@types/babel__core@7.1.19"
"@types/babel__template","7.4.1","-","-","-","-","-","-",false,true,false,false,false,"@types/babel__core@7.1.19"
"@types/babel__traverse","7.17.1","-","-","-","-","-","-",false,true,false,false,false,"@types/babel__core@7.1.19,babel-plugin-jest-hoist@27.5.1,jest-snapshot@27.5.1"
"@types/bcrypt","5.0.0","-","-","-","-","-","-",false,true,false,false,false,"backend-blog@0.0.1"
"@types/body-parser","1.19.2","-","-","-","-","-","-",false,true,false,false,false,"@types/express@4.17.13"
"@types/connect","3.4.35","-","-","-","-","-","-",false,true,false,false,false,"@types/body-parser@1.19.2"
"@types/cookie-parser","1.4.3","-","-","-","-","-","-",false,true,false,false,false,"backend-blog@0.0.1"
"@types/cookiejar","2.1.2","-","-","-","-","-","-",false,true,false,false,false,"@types/superagent@4.1.15"
"@types/eslint","8.4.5","-","-","-","-","-","-",false,true,false,true,false,"@types/eslint-scope@3.7.4"
"@types/eslint-scope","3.7.4","-","-","-","-","-","-",false,true,false,true,false,"webpack@5.73.0"
"@types/estree","0.0.51","-","-","-","-","-","-",false,true,false,true,false,"@types/eslint@8.4.5,@types/eslint-scope@3.7.4,webpack@5.73.0"
"@types/express","4.17.13","-","-","-","-","-","-",false,true,false,false,false,"@types/cookie-parser@1.4.3,@types/passport@1.0.9,@types/passport-jwt@3.0.6,@types/passport-strategy@0.2.35,backend-blog@0.0.1"
"@types/express-serve-static-core","4.17.29","-","-","-","-","-","-",false,true,false,false,false,"@types/express@4.17.13"
"@types/graceful-fs","4.1.5","-","-","-","-","-","-",false,true,false,false,false,"jest-haste-map@27.5.1"
"@types/istanbul-lib-coverage","2.0.4","-","-","-","-","-","-",false,true,false,false,false,"@jest/test-result@27.5.1,@jest/types@27.5.1,@types/istanbul-lib-report@3.0.0,v8-to-istanbul@8.1.1"
"@types/istanbul-lib-report","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"@types/istanbul-reports@3.0.1"
"@types/istanbul-reports","3.0.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/types@27.5.1"
"@types/jest","27.4.1","-","-","-","-","-","-",false,true,false,true,false,"backend-blog@0.0.1,ts-jest@27.1.5"
"@types/json-schema","7.0.11","-","-","-","-","-","-",false,true,false,true,false,"@types/eslint@8.4.5,@typescript-eslint/utils@5.30.7,schema-utils@3.1.1"
"@types/json5","0.0.29","-","-","-","-","-","-",false,true,false,false,false,"tsconfig-paths@3.14.1"
"@types/jsonwebtoken","8.5.9","-","-","-","-","-","-",true,true,false,false,false,"@nestjs/jwt@10.0.1,@types/passport-jwt@3.0.6"
"@types/long","4.0.2","-","-","-","-","-","-",true,false,false,false,false,"@grpc/proto-loader@0.6.13,protobufjs@6.11.3"
"@types/mime","1.3.2","-","-","-","-","-","-",false,true,false,false,false,"@types/serve-static@1.13.10"
"@types/node","16.11.45","-","-","-","-","-","-",true,true,false,true,false,"@grpc/grpc-js@1.6.12,protobufjs@6.11.3,@jest/console@27.5.1,@jest/core@27.5.1,@jest/environment@27.5.1,@jest/fake-timers@27.5.1,@jest/reporters@27.5.1,@jest/types@27.5.1,@types/bcrypt@5.0.0,@types/body-parser@1.19.2,@types/connect@3.4.35,@types/express-serve-static-core@4.17.29,@types/graceful-fs@4.1.5,@types/jsonwebtoken@8.5.9,@types/serve-static@1.13.10,@types/superagent@4.1.15,jest-circus@27.5.1,jest-environment-jsdom@27.5.1,jest-environment-node@27.5.1,jest-haste-map@27.5.1,jest-jasmine2@27.5.1,jest-mock@27.5.1,jest-runner@27.5.1,jest-serializer@27.5.1,jest-util@27.5.1,jest-watcher@27.5.1,jest-worker@27.5.1,backend-blog@0.0.1,ts-node@10.9.1"
"@types/parse-json","4.0.0","-","-","-","-","-","-",false,true,false,false,false,"cosmiconfig@7.0.1"
"@types/passport","1.0.9","-","-","-","-","-","-",false,true,false,false,false,"@types/passport-strategy@0.2.35"
"@types/passport-jwt","3.0.6","-","-","-","-","-","-",false,true,false,false,false,"backend-blog@0.0.1"
"@types/passport-strategy","0.2.35","-","-","-","-","-","-",false,true,false,false,false,"@types/passport-jwt@3.0.6"
"@types/prettier","2.6.3","-","-","-","-","-","-",false,true,false,false,false,"jest-snapshot@27.5.1"
"@types/qs","6.9.7","-","-","-","-","-","-",false,true,false,false,false,"@types/express@4.17.13,@types/express-serve-static-core@4.17.29"
"@types/range-parser","1.2.4","-","-","-","-","-","-",false,true,false,false,false,"@types/express-serve-static-core@4.17.29"
"@types/serve-static","1.13.10","-","-","-","-","-","-",false,true,false,false,false,"@types/express@4.17.13"
"@types/stack-utils","2.0.1","-","-","-","-","-","-",false,true,false,false,false,"jest-message-util@27.5.1"
"@types/superagent","4.1.15","-","-","-","-","-","-",false,true,false,false,false,"@types/supertest@2.0.12"
"@types/supertest","2.0.12","-","-","-","-","-","-",false,true,false,false,false,"backend-blog@0.0.1"
"@types/yargs","16.0.4","-","-","-","-","-","-",false,true,false,false,false,"@jest/types@27.5.1"
"@types/yargs-parser","21.0.0","-","-","-","-","-","-",false,true,false,false,false,"@types/yargs@16.0.4"
"@typescript-eslint/eslint-plugin","5.30.7","-","-","-","-","-","-",false,true,false,false,false,"backend-blog@0.0.1"
"@typescript-eslint/parser","5.30.7","-","-","-","-","-","-",false,true,false,true,false,"backend-blog@0.0.1,@typescript-eslint/eslint-plugin@5.30.7"
"@typescript-eslint/scope-manager","5.30.7","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/eslint-plugin@5.30.7,@typescript-eslint/parser@5.30.7,@typescript-eslint/utils@5.30.7"
"@typescript-eslint/type-utils","5.30.7","-","-","-","-","-","-",false,true,false,false,false,"@typescript-eslint/eslint-plugin@5.30.7"
"@typescript-eslint/types","5.30.7","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/parser@5.30.7,@typescript-eslint/scope-manager@5.30.7,@typescript-eslint/typescript-estree@5.30.7,@typescript-eslint/utils@5.30.7,@typescript-eslint/visitor-keys@5.30.7"
"@typescript-eslint/typescript-estree","5.30.7","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/parser@5.30.7,@typescript-eslint/utils@5.30.7"
"@typescript-eslint/utils","5.30.7","-","-","-","-","-","-",false,true,false,false,false,"@typescript-eslint/eslint-plugin@5.30.7,@typescript-eslint/type-utils@5.30.7"
"@typescript-eslint/visitor-keys","5.30.7","-","-","-","-","-","-",false,true,false,false,false,"@typescript-eslint/scope-manager@5.30.7,@typescript-eslint/typescript-estree@5.30.7"
"@webassemblyjs/ast","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/helper-wasm-section@1.11.1,@webassemblyjs/wasm-edit@1.11.1,@webassemblyjs/wasm-gen@1.11.1,@webassemblyjs/wasm-opt@1.11.1,@webassemblyjs/wasm-parser@1.11.1,@webassemblyjs/wast-printer@1.11.1,webpack@5.73.0"
"@webassemblyjs/floating-point-hex-parser","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/helper-numbers@1.11.1"
"@webassemblyjs/helper-api-error","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/helper-numbers@1.11.1,@webassemblyjs/wasm-parser@1.11.1"
"@webassemblyjs/helper-buffer","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/helper-wasm-section@1.11.1,@webassemblyjs/wasm-edit@1.11.1,@webassemblyjs/wasm-opt@1.11.1"
"@webassemblyjs/helper-numbers","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/ast@1.11.1"
"@webassemblyjs/helper-wasm-bytecode","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/ast@1.11.1,@webassemblyjs/helper-wasm-section@1.11.1,@webassemblyjs/wasm-edit@1.11.1,@webassemblyjs/wasm-gen@1.11.1,@webassemblyjs/wasm-parser@1.11.1"
"@webassemblyjs/helper-wasm-section","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-edit@1.11.1"
"@webassemblyjs/ieee754","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-gen@1.11.1,@webassemblyjs/wasm-parser@1.11.1"
"@webassemblyjs/leb128","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-gen@1.11.1,@webassemblyjs/wasm-parser@1.11.1"
"@webassemblyjs/utf8","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-gen@1.11.1,@webassemblyjs/wasm-parser@1.11.1"
"@webassemblyjs/wasm-edit","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"webpack@5.73.0"
"@webassemblyjs/wasm-gen","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/helper-wasm-section@1.11.1,@webassemblyjs/wasm-edit@1.11.1,@webassemblyjs/wasm-opt@1.11.1"
"@webassemblyjs/wasm-opt","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-edit@1.11.1"
"@webassemblyjs/wasm-parser","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-edit@1.11.1,@webassemblyjs/wasm-opt@1.11.1,webpack@5.73.0"
"@webassemblyjs/wast-printer","1.11.1","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/wasm-edit@1.11.1"
"@xtuc/ieee754","1.2.0","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/ieee754@1.11.1"
"@xtuc/long","4.2.2","-","-","-","-","-","-",false,true,false,true,false,"@webassemblyjs/helper-numbers@1.11.1,@webassemblyjs/leb128@1.11.1,@webassemblyjs/wast-printer@1.11.1"
"abab","2.0.6","-","-","-","-","-","-",false,true,false,false,false,"data-urls@2.0.0,jsdom@16.7.0"
"abbrev","1.1.1","-","-","-","-","-","-",true,false,false,false,false,"nopt@5.0.0"
"accepts","1.3.8","-","-","-","-","-","-",true,false,false,true,false,"express@4.18.1"
"acorn","8.7.1","-","-","-","-","-","-",true,true,false,true,false,"espree@9.3.2,jsdom@16.7.0,terser@5.14.2,ts-node@10.9.1,webpack@5.73.0,acorn-import-assertions@1.8.0,acorn-jsx@5.3.2"
"acorn-globals","6.0.0","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"acorn","7.4.1","-","-","-","-","-","-",false,true,false,false,false,"acorn-globals@6.0.0"
"acorn-import-assertions","1.8.0","-","-","-","-","-","-",false,true,false,true,false,"webpack@5.73.0"
"acorn-jsx","5.3.2","-","-","-","-","-","-",false,true,false,true,false,"espree@9.3.2"
"acorn-walk","7.2.0","-","-","-","-","-","-",false,true,false,false,false,"acorn-globals@6.0.0"
"agent-base","6.0.2","-","-","-","-","-","-",true,true,false,false,false,"http-proxy-agent@4.0.1,https-proxy-agent@5.0.1"
"ajv","8.9.0","-","-","-","-","-","-",false,true,false,true,false,"@angular-devkit/core@13.3.5,ajv-formats@2.1.1,ajv-formats@2.1.1"
"ajv-formats","2.1.1","-","-","-","-","-","-",false,true,false,false,false,"@angular-devkit/core@13.3.5"
"ansi-colors","4.1.1","-","-","-","-","-","-",false,true,false,false,false,"@angular-devkit/schematics-cli@13.3.6"
"ansi-escapes","4.3.2","-","-","-","-","-","-",false,true,false,false,false,"inquirer@7.3.3,@jest/core@27.5.1,jest-watcher@27.5.1,terminal-link@2.1.1"
"type-fest","0.21.3","-","-","-","-","-","-",false,true,false,false,false,"ansi-escapes@4.3.2"
"ansi-regex","5.0.1","6.0.1","git+https://github.com/chalk/ansi-regex.git","2021-09-14T15:55:19.540Z","qix (josh@junon.me)",5609,"MIT",true,true,false,true,false,"pretty-format@27.5.1,strip-ansi@6.0.1"
"ansi-styles","4.3.0","6.2.1","git+https://github.com/chalk/ansi-styles.git","2020-10-04T19:18:25.986Z","sindresorhus (sindresorhus@gmail.com)",16978,"MIT",true,true,false,true,false,"chalk@4.1.2,wrap-ansi@7.0.0"
"any-promise","1.3.0","1.3.0","git+https://github.com/kevinbeaty/any-promise.git","2016-05-08T12:15:06.060Z","kevinbeaty (kevin@simplectic.com)","-","MIT",true,false,false,true,false,"mz@2.7.0,thenify@3.3.1"
"anymatch","3.1.2","-","-","-","-","-","-",false,true,false,true,false,"chokidar@3.5.3,jest-haste-map@27.5.1"
"app-root-path","3.0.0","3.1.0","git+https://github.com/inxilpro/node-app-root-path.git","2019-10-31T15:32:11.882Z","inxilpro (npm@rchy.net)",20299,"MIT",true,false,false,true,false,"typeorm@0.3.7"
"append-field","1.0.0","2.0.0","git+ssh://git@github.com/LinusU/node-append-field.git","2016-02-14T14:47:56.413Z","linusu (linus@folkdatorn.se)","-","MIT",true,false,false,true,false,"multer@1.4.4-lts.1"
"aproba","2.0.0","2.0.0","git+https://github.com/iarna/aproba.git","2018-05-22T21:29:46.504Z","iarna (me@re-becca.org)",8047,"ISC",true,false,false,false,false,"gauge@3.0.2"
"are-we-there-yet","2.0.0","4.0.0","git+https://github.com/npm/are-we-there-yet.git","2021-09-02T14:27:09.143Z","gar (gar+npm@danger.computer)",14102,"ISC",true,false,false,false,false,"npmlog@5.0.1"
"readable-stream","3.6.0","-","-","-","-","-","-",true,true,false,false,false,"are-we-there-yet@2.0.0,bl@4.1.0,superagent@8.0.0"
"arg","4.1.3","-","-","-","-","-","-",true,false,false,true,false,"ts-node@10.9.1"
"argparse","2.0.1","-","-","-","-","-","-",true,false,false,true,false,"js-yaml@4.1.0"
"array-flatten","1.1.1","-","-","-","-","-","-",true,false,false,true,false,"express@4.18.1"
"array-union","2.1.0","-","-","-","-","-","-",false,true,false,false,false,"globby@11.1.0"
"asap","2.0.6","-","-","-","-","-","-",false,true,false,false,false,"dezalgo@1.0.4"
"asynckit","0.4.0","-","-","-","-","-","-",true,true,false,false,false,"form-data@3.0.1"
"axios","0.27.2","-","-","-","-","-","-",true,false,false,false,false,"@nestjs/common@8.4.7"
"babel-jest","27.5.1","-","-","-","-","-","-",false,true,false,true,false,"jest-config@27.5.1,ts-jest@27.1.5"
"babel-plugin-istanbul","6.1.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/transform@27.5.1,babel-jest@27.5.1"
"babel-plugin-jest-hoist","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"babel-preset-jest@27.5.1"
"babel-preset-current-node-syntax","1.0.1","-","-","-","-","-","-",false,true,false,false,false,"babel-preset-jest@27.5.1,jest-snapshot@27.5.1"
"babel-preset-jest","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"babel-jest@27.5.1"
"balanced-match","1.0.2","2.0.0","git://github.com/juliangruber/balanced-match.git","2021-04-06T12:51:09.276Z","juliangruber (julian@juliangruber.com)",6939,"MIT",true,false,false,true,false,"brace-expansion@1.1.11"
"base64-js","1.5.1","1.5.1","git://github.com/beatgammit/base64-js.git","2020-11-11T19:33:48.234Z","feross (feross@feross.org)",9624,"MIT",true,true,false,true,false,"buffer@6.0.3"
"bcrypt","5.0.1","5.1.0","git+https://github.com/kelektiv/node.bcrypt.js.git","2021-02-26T04:59:28.540Z","amitosh (amitosh.swain@gmail.com)",118561,"MIT",true,false,false,false,false,"backend-blog@0.0.1"
"bignumber.js","9.0.0","9.1.1","git+https://github.com/MikeMcl/bignumber.js.git","2019-05-27T17:20:27.451Z","mikemcl (M8ch88l@gmail.com)",401573,"MIT",true,false,false,false,false,"mysql@2.18.1"
"binary-extensions","2.2.0","-","-","-","-","-","-",false,true,false,true,false,"is-binary-path@2.1.0"
"bl","4.1.0","-","-","-","-","-","-",false,true,false,false,false,"ora@5.4.1"
"body-parser","1.20.0","1.20.2","git+https://github.com/expressjs/body-parser.git","2022-04-03T01:04:16.807Z","dougwilson (doug@somethingdoug.com)",60183,"MIT",true,false,false,true,false,"@nestjs/platform-express@8.4.7,express@4.18.1"
"debug","2.6.9","4.3.4","git://github.com/visionmedia/debug.git","2017-09-22T13:32:35.541Z","tootallnate (nathan@tootallnate.net)","-","MIT",true,false,false,true,false,"body-parser@1.20.0,express@4.18.1,finalhandler@1.2.0,send@0.18.0"
"ms","2.0.0","2.1.3","git+https://github.com/zeit/ms.git","2017-05-16T12:26:06.610Z","leo (leo@zeit.co)","-","MIT",true,false,false,true,false,"debug@2.6.9"
"brace-expansion","1.1.11","2.0.1","git://github.com/juliangruber/brace-expansion.git","2018-02-10T07:42:22.313Z","juliangruber (julian@juliangruber.com)",11059,"MIT",true,false,false,true,false,"minimatch@3.1.2"
"braces","3.0.2","-","-","-","-","-","-",false,true,false,true,false,"chokidar@3.5.3,micromatch@4.0.5"
"browser-process-hrtime","1.0.0","-","-","-","-","-","-",false,true,false,false,false,"w3c-hr-time@1.0.2"
"browserslist","4.21.2","-","-","-","-","-","-",false,true,false,true,false,"@babel/helper-compilation-targets@7.18.9,webpack@5.73.0,update-browserslist-db@1.0.5"
"bs-logger","0.2.6","-","-","-","-","-","-",false,true,false,false,false,"ts-jest@27.1.5"
"bser","2.1.1","-","-","-","-","-","-",false,true,false,false,false,"fb-watchman@2.0.1"
"buffer","5.7.1","-","-","-","-","-","-",false,true,false,false,false,"bl@4.1.0"
"buffer-equal-constant-time","1.0.1","1.0.1","git@github.com:goinstant/buffer-equal-constant-time.git","2013-12-16T20:12:17.799Z","goinstant (support@goinstant.com)","-","BSD-3-Clause",true,false,false,false,false,"jwa@1.4.1"
"buffer-from","1.1.2","1.1.2","git+https://github.com/LinusU/buffer-from.git","2021-07-29T17:05:33.074Z","linusu (linus@folkdatorn.se)",5047,"MIT",true,true,false,true,false,"concat-stream@1.6.2,source-map-support@0.5.21"
"busboy","1.6.0","1.6.0","git+ssh://git@github.com/mscdex/busboy.git","2022-04-19T12:53:31.121Z","mscdex (mscdex@mscdex.net)",124397,"MIT",true,false,false,true,false,"multer@1.4.4-lts.1"
"bytes","3.1.2","3.1.2","git+https://github.com/visionmedia/bytes.js.git","2022-01-28T05:02:37.661Z","dougwilson (doug@somethingdoug.com)",12270,"MIT",true,false,false,true,false,"body-parser@1.20.0,raw-body@2.5.1"
